ltr	sg	age
ctg_275353:31191602-31205041:31192102-31204543	SG2	0.8588122596251003
ctg_275353:31306356-31321484:31311368-31316473	SG2	0.2084436084155681
ctg_275353:31357060-31363480:31357349-31363187	non-specific	3.03069990140218
ctg_275353:31423081-31432440:31423753-31431778	non-specific	0.8113027997840796
ctg_275353:31455540-31461224:31455817-31460947	non-specific	0.1387949133814062
ctg_275353:31515702-31524534:31515833-31524410	SG2	3.3961452953752396
ctg_275353:31527034-31532419:31527316-31532131	non-specific	2.6445227472664645
ctg_275353:31680959-31688382:31682736-31686606	non-specific	0.5474701903212361
ctg_275353:31710528-31723653:31713872-31720304	non-specific	0.8508885804525887
ctg_275353:31888110-31902216:31889252-31901085	non-specific	0.7165179811628528
ctg_275353:31906112-31914820:31906401-31914525	SG1	2.019039571746201
ctg_275353:32004928-32009018:32005192-32008759	non-specific	2.42196597637133
ctg_275353:32135146-32145397:32135296-32145251	non-specific	1.568820880574763
ctg_275353:32207675-32221214:32208654-32220236	SG1	0.5945467472343562
ctg_275353:32234022-32246892:32234528-32246388	SG1	1.7194751424609007
ctg_275353:32261341-32267941:32262690-32266579	SG1	1.0336861444966174
ctg_275353:32469538-32477343:32470344-32476541	SG1	1.069586776194829
ctg_275353:32487945-32499128:32488165-32498906	SG1	1.9613472448231193
ctg_275353:32638117-32644492:32639351-32643255	SG1	1.366476098538977
ctg_275353:32724012-32731810:32724314-32731497	non-specific	2.292582735628753
ctg_275353:32779570-32788924:32780554-32787941	SG1	1.1135260898637163
ctg_275353:32795977-32801250:32796212-32801015	non-specific	0.8271305937867564
ctg_275353:32817917-32832665:32819426-32831154	non-specific	0.2316972604980044
ctg_275353:32843947-32852195:32845183-32850954	SG2	1.3624436453491924
ctg_275353:33017844-33032352:33018661-33031538	SG1	1.694991207891995
ctg_275353:33211074-33220987:33212353-33219709	SG2	0.39499982111545534
ctg_275353:33274885-33284228:33275812-33283301	non-specific	1.5769442694896565
ctg_275353:33306211-33311788:33306507-33311492	non-specific	1.8709203562066243
ctg_275353:33314790-33319947:33314938-33319789	non-specific	3.060621083150352
ctg_275353:33329018-33331188:33329237-33330974	non-specific	6.002617750612997
ctg_275353:33361432-33363571:33361632-33363365	non-specific	1.9202089693878779
ctg_275353:33400697-33406602:33400937-33406361	SG1	3.726863609760054
ctg_275353:33434981-33440200:33435426-33439751	non-specific	1.4027935663865465
ctg_275353:33461965-33464918:33462115-33464771	non-specific	6.54762261635041
ctg_275353:33484415-33492219:33485276-33491348	SG1	2.151342644876983
ctg_275353:33492785-33499461:33493885-33498359	non-specific	0.6338359849156006
ctg_275353:33523920-33528477:33524050-33528345	non-specific	2.7289546935282147
ctg_275353:33555613-33568223:33556192-33567637	SG2	1.4796142611793404
ctg_275353:33588090-33593886:33588219-33593765	non-specific	3.45244739267249
ctg_275353:33663321-33677327:33664305-33676343	non-specific	1.0336861444966174
ctg_275353:33753713-33761689:33754341-33761056	SG1	1.8135232147785982
ctg_275353:33779087-33793030:33779929-33792182	SG2	0.8271305937867564
ctg_275353:33848381-33857226:33850042-33855567	non-specific	0.16199246497025863
ctg_275353:33894796-33900449:33895153-33900097	non-specific	1.2056160477993898
ctg_275353:33916334-33929760:33917100-33928991	SG1	1.069586776194829
ctg_275353:33990460-33997080:33991796-33995734	SG1	0.6063279006944843
ctg_275353:34056126-34063170:34056354-34062944	SG1	4.14566589469869
ctg_275353:34111934-34117554:34112224-34117261	non-specific	1.4755659622678958
ctg_275353:34150875-34159876:34151455-34159291	SG1	0.6653059499582152
ctg_275353:34192934-34207147:34194125-34205949	SG1	1.1775575342381297
ctg_275353:34246007-34253360:34247663-34251709	SG1	0.3248997772705046
ctg_275353:34268497-34280460:34268662-34280301	SG1	2.1637772253609957
ctg_275353:34308038-34320345:34308366-34320016	SG1	1.3100729864562282
ctg_275353:34436041-34443486:34436185-34443350	non-specific	4.901503559910923
ctg_275353:34485774-34494307:34487047-34493044	SG1	2.0314172393234373
ctg_275353:34772205-34778693:34772473-34778422	non-specific	3.1334162847582023
ctg_275353:34887151-34889231:34887286-34889101	non-specific	2.665607576687171
ctg_275353:34979038-34985503:34979929-34984613	non-specific	0.2588502345896636
ctg_275353:35046368-35057595:35046497-35057463	SG1	3.047793918996428
ctg_275353:35068746-35076949:35069149-35076557	SG1	2.07271453176876
ctg_275353:35093214-35099637:35093559-35099295	SG1	3.0435194648364057
ctg_275353:35138878-35144142:35139317-35143703	non-specific	0.5278776107144199
ctg_275353:35268974-35273437:35269225-35273189	non-specific	2.3843432792598853
ctg_275353:35282881-35296581:35283935-35295526	SG1	0.29379879976054074
ctg_275353:35304565-35318951:35305506-35318012	SG1	2.42614930664422
ctg_275353:35352012-35360400:35352776-35359635	non-specific	0.7125753646261098
ctg_275353:35421513-35426539:35421799-35426253	non-specific	0.134930467820509
ctg_275353:35625605-35631746:35625944-35631396	non-specific	4.3685549177601555
ctg_275353:35666745-35678479:35667272-35677953	non-specific	1.0376728978505099
ctg_275353:35679308-35686820:35681696-35684424	non-specific	1.0775707656856401
ctg_275353:35743182-35752733:35743733-35752190	SG1	2.396878726916919
ctg_275353:35765671-35773862:35766727-35772810	non-specific	2.42614930664422
ctg_275353:35825902-35834659:35827524-35833037	SG1	0.8905287596275137
ctg_275353:35863647-35872403:35865269-35870781	SG1	0.8905287596275137
ctg_275353:36041852-36054398:36042828-36053418	SG2	1.6135278556818227
ctg_275353:36064848-36075619:36065272-36075194	non-specific	1.5769442694896565
ctg_275353:36088475-36099490:36091008-36096959	SG1	0.47308907791675536
ctg_275353:36103164-36114044:36103282-36113919	SG1	3.2278953605258063
ctg_275353:36129912-36139720:36130363-36139271	non-specific	1.0376728978505099
ctg_275353:36212485-36222202:36212627-36222062	non-specific	7.305553131312503
ctg_275353:36223709-36225982:36224409-36225301	non-specific	2.284255323952513
ctg_275353:36256275-36268799:36259339-36265730	SG2	0.41450232597985465
ctg_275353:36269741-36282723:36270228-36282236	SG1	0.5553109497731972
ctg_275353:36311907-36317326:36312307-36316937	non-specific	2.712048522291967
ctg_275353:36337329-36343509:36337509-36343328	non-specific	1.2980009403096833
ctg_275353:36423470-36432865:36423730-36432616	SG1	2.3009125519864195
ctg_275353:36481522-36494313:36484721-36491114	non-specific	0.21619274314212977
ctg_275353:36504828-36511644:36505023-36511450	SG1	0.7954836856798445
ctg_275353:36548242-36560002:36549140-36559104	SG1	0.8231728310246789
ctg_275353:36715876-36730284:36717323-36728833	SG2	0.2666129240461311
ctg_275353:36822847-36829325:36823002-36829176	non-specific	8.216586513012285
ctg_275353:36869993-36878510:36871024-36877482	SG1	0.9858880327380724
ctg_275353:36943074-36948005:36943311-36947768	non-specific	0.9858880327380724
ctg_275353:36976505-36983915:36977315-36983099	non-specific	2.097521316023236
ctg_275353:37002102-37009274:37002355-37009018	non-specific	5.78088647148232
ctg_275353:37020764-37035351:37022260-37033849	non-specific	0.7244048312040926
ctg_275353:37179432-37182139:37179742-37181824	non-specific	5.77618725279535
ctg_275353:37205794-37216403:37208441-37213756	non-specific	0.16199246497025863
ctg_275353:37273204-37281241:37273497-37280951	SG1	2.5981903006686813
ctg_275353:37290552-37295464:37290770-37295246	non-specific	1.2577972350615005
ctg_275353:37506567-37512032:37506865-37511734	non-specific	0.6495666758827615
ctg_275353:37529095-37533978:37529296-37533777	non-specific	0.19295158127298032
ctg_275353:37541019-37554582:37541983-37553631	SG1	1.3866468243774
ctg_275353:37728814-37742606:37729562-37741858	SG1	2.019039571746201
ctg_275353:37750623-37755824:37750976-37755471	non-specific	-0.0
ctg_275353:37766771-37778314:37767527-37777544	SG1	1.536350181948575
ctg_275353:37841997-37848670:37843334-37847333	SG1	1.261815085036114
ctg_275353:37861986-37867129:37862392-37866723	non-specific	0.4769990953874894
ctg_275353:37993588-37998667:37994346-37997904	non-specific	1.0257142904052143
ctg_275353:38053726-38067108:38053842-38066998	SG1	8.769004014736458
ctg_275353:38093619-38106007:38093870-38105744	non-specific	4.061417595157389
ctg_275353:38139133-38143845:38139606-38143369	SG2	2.350942026321259
ctg_275353:38180236-38193365:38180653-38192951	SG1	1.9984219210606242
ctg_275353:38333271-38339222:38333608-38338882	non-specific	0.5709988652359468
ctg_275353:38442517-38450872:38442705-38450675	SG1	7.251103060695123
ctg_275353:38554789-38569668:38554935-38569518	non-specific	8.878675411578415
ctg_275353:38579564-38588199:38580949-38586814	SG1	0.989868185051548
ctg_275353:38595944-38600883:38596297-38600531	non-specific	1.560699778650022
ctg_275353:38609405-38616140:38609891-38615650	non-specific	1.447243766722031
ctg_275353:38654342-38667614:38654828-38667131	SG1	1.374542696423242
ctg_275353:38705891-38720380:38707417-38718852	SG1	0.12720312948173285
ctg_275353:38736994-38751396:38738462-38749928	SG1	0.10403352675322017
ctg_275353:38898269-38906704:38899572-38905411	non-specific	0.989868185051548
ctg_275353:39058064-39066581:39061161-39063490	SG2	1.1535290831643255
ctg_275353:39080438-39092845:39081760-39091529	SG1	0.4691795903663957
ctg_275353:39095644-39105514:39096346-39104807	SG1	1.6216638461027446
ctg_275353:39197518-39206235:39199152-39204609	SG1	1.2738719938202818
ctg_275353:39258135-39266949:39259785-39265301	SG1	0.6102560213305166
ctg_275353:39269693-39276550:39270998-39275245	non-specific	0.6535006893694114
ctg_275353:39315726-39322389:39316000-39322110	SG1	1.55258096242808
ctg_275353:39372910-39383508:39374989-39381439	non-specific	1.245747041815394
ctg_275353:39402834-39411528:39403094-39411268	non-specific	3.1077028789437104
ctg_275353:39436027-39445063:39436630-39444459	non-specific	1.7031502105899017
ctg_275353:39556727-39570902:39558119-39569507	SG1	1.2658334947168062
ctg_275353:39730402-39736517:39731284-39735629	SG1	1.0576149337959078
ctg_275353:39950671-39955397:39951209-39954867	non-specific	2.535129383957315
ctg_275353:39957375-39962646:39957807-39962213	non-specific	3.5827962536338327
ctg_275353:40112912-40118294:40113305-40117902	non-specific	1.9160983667665756
ctg_275353:40202239-40209792:40203076-40208966	non-specific	0.7915302622725496
ctg_275353:40255737-40263786:40257003-40262511	SG2	1.3906826626275859
ctg_275353:40274340-40279527:40274766-40279098	non-specific	0.9103692954163249
ctg_275353:40395079-40403897:40396270-40402711	SG1	0.6849921268269392
ctg_275353:40429249-40443845:40430790-40442305	SG1	0.37551049272990805
ctg_275353:40687069-40701917:40692846-40696140	non-specific	0.45745430580167235
ctg_275353:40741049-40754607:40741822-40753843	SG1	1.4796142611793404
ctg_275353:40859281-40864816:40859442-40864655	non-specific	3.262328254911109
ctg_275353:40869504-40875170:40869824-40874850	non-specific	1.6013281710651552
ctg_275353:40973139-40988009:40974725-40986425	non-specific	0.6849921268269392
ctg_275353:41125816-41133842:41126727-41132939	SG2	0.9858880327380724
ctg_275353:41161546-41171443:41162556-41170431	non-specific	0.6535006893694114
ctg_275353:41203408-41208575:41203564-41208431	non-specific	3.6525572401034987
ctg_275353:41289463-41300602:41290938-41299113	SG1	1.1575324353109457
ctg_275353:41489329-41502786:41489750-41502361	SG1	1.4836631283129718
ctg_275353:41514579-41526749:41515354-41525967	SG1	1.3584117557841477
ctg_275353:41683340-41687038:41683712-41686666	SG1	2.9283479767070593
ctg_275353:41699183-41711521:41699325-41711378	SG1	1.9325442930080299
ctg_275353:41778416-41788700:41780105-41787014	SG1	0.9739508697925671
ctg_275353:41814556-41829989:41815056-41829490	non-specific	5.757398029629067
ctg_275353:41851481-41862349:41852744-41861084	SG1	1.2738719938202818
ctg_275353:41882529-41893851:41883014-41893367	non-specific	1.7113115216773458
ctg_275353:41938707-41951428:41939221-41950915	non-specific	0.5278776107144199
ctg_275353:41963061-41977354:41963786-41976636	non-specific	2.547730543464359
ctg_275353:42057479-42059783:42057850-42059411	non-specific	2.5855670838472316
ctg_275353:42063013-42070713:42063617-42070106	non-specific	1.0296999420656003
ctg_275353:42083137-42092326:42083563-42091902	non-specific	2.737411496240845
ctg_275353:42210255-42219156:42211907-42217500	SG1	0.4691795903663957
ctg_275353:42238461-42246486:42239484-42245460	non-specific	2.176217168274765
ctg_275353:42263419-42278724:42264305-42277838	SG1	0.3054577371423554
ctg_275353:42279489-42287486:42279620-42287351	non-specific	2.052058495192492
ctg_275353:42355430-42362210:42356742-42360901	SG1	1.3181238248691214
ctg_275353:42419743-42427024:42420129-42426631	non-specific	1.7072305775033008
ctg_275353:42457558-42464133:42457979-42463711	SG1	2.864561954152228
ctg_275353:42543814-42548853:42544297-42548368	non-specific	2.5645406569040405
ctg_275353:42571697-42576736:42572055-42576381	non-specific	1.5404070209744796
ctg_275353:42582913-42588219:42583021-42588108	non-specific	1.7685054440885914
ctg_275353:42602998-42606440:42603339-42606105	SG1	2.8348433442790495
ctg_275353:42623913-42628186:42625151-42626947	non-specific	0.4691795903663957
ctg_275353:42645489-42653865:42646384-42652971	non-specific	0.9620186446602136
ctg_275353:42658038-42661222:42658161-42661100	non-specific	3.630738803357867
ctg_275353:42677678-42683653:42677985-42683348	non-specific	1.1455240452758078
ctg_275353:42740280-42753279:42740824-42752746	SG1	1.6705280370863407
ctg_275353:42763543-42768576:42763884-42768243	non-specific	1.4998642822609674
ctg_275353:42847608-42860775:42848323-42860064	non-specific	1.5444644306226525
ctg_275353:42999517-43003754:42999639-43003631	non-specific	7.384937161725768
ctg_275353:43138725-43151682:43139458-43150948	non-specific	1.2296879439218982
ctg_275353:43254749-43263290:43256286-43261763	SG1	0.8905287596275137
ctg_275353:43269412-43277793:43272006-43275204	non-specific	1.568820880574763
ctg_275353:43375508-43388366:43375874-43388015	SG1	4.283654086108957
ctg_275353:43390467-43394699:43390745-43394416	SG1	2.547730543464359
ctg_275353:43566588-43574543:43566689-43574443	non-specific	8.742953119941282
ctg_275353:43606831-43614786:43606932-43614686	non-specific	8.742953119941282
ctg_275353:43679154-43684656:43679487-43684323	non-specific	0.9381689915065402
ctg_275353:43765664-43779098:43766530-43778234	SG1	0.17746786976532586
ctg_275353:43783622-43792459:43785552-43790533	SG2	0.6259738551732396
ctg_275353:43793295-43800781:43793641-43800448	non-specific	2.188662478245401
ctg_275353:43805581-43809393:43805919-43809054	non-specific	2.2343412745620648
ctg_275353:43850716-43857647:43851167-43857201	non-specific	3.047793918996428
ctg_275353:43953384-43958285:43953575-43958081	non-specific	3.5915071562656786
ctg_275353:44037993-44048802:44038794-44047998	non-specific	2.8603145634582257
ctg_275353:44052984-44061354:44053162-44061172	non-specific	1.7317249071772987
ctg_275353:44141675-44152662:44141895-44152442	SG1	0.34824753560392063
ctg_275353:44213348-44221985:44214852-44220488	SG1	0.5670760864380132
ctg_275353:44251060-44254533:44251444-44254154	non-specific	1.858611350751606
ctg_275353:44285945-44294672:44286216-44294397	non-specific	1.2819127336204048
ctg_275353:44635139-44648022:44637191-44645972	SG1	0.4926444673485905
ctg_275353:44682136-44690625:44683543-44689217	SG2	0.6889309749038077
ctg_275353:44773980-44781839:44774547-44781267	non-specific	1.5160745405387328
ctg_275353:44855292-44868893:44856171-44868027	non-specific	1.6623782549029735
ctg_275353:44969798-44974993:44970222-44974569	non-specific	0.45745430580167235
ctg_275353:45006716-45013833:45006896-45013655	SG1	1.5282382151217329
ctg_275353:45025907-45037321:45027925-45035300	non-specific	0.8707018608840952
ctg_101032:7621-21625:8779-20471	SG1	0.7401850032858924
ctg_101032:79668-93304:83581-89393	SG1	0.6259738551732396
ctg_101032:190730-198116:191689-197166	SG1	1.1455240452758078
ctg_101032:325284-335440:326007-334724	SG1	1.2497632136069357
ctg_101032:339913-352179:342844-349245	SG2	0.13106653990017444
ctg_101032:356242-370187:356692-369732	SG1	2.463826604594213
ctg_101032:370278-383447:370767-382954	SG1	1.8504082641482875
ctg_101032:462880-477477:464322-476033	SG1	0.40279924088614855
ctg_101032:542867-557459:544430-555897	SG1	0.5474701903212361
ctg_101032:588816-602379:589508-601688	SG1	1.0177446387876807
ctg_101032:650379-664532:651540-663362	SG1	1.55258096242808
ctg_101032:680420-689936:681736-688620	non-specific	0.9183093323082266
ctg_101032:711961-717419:712388-716993	non-specific	0.4535469364972013
ctg_101032:729277-736190:730610-734868	non-specific	1.0576149337959078
ctg_101032:818405-823774:818569-823604	non-specific	4.892388011139806
ctg_101032:871986-878838:872377-878453	SG1	1.7194751424609007
ctg_101032:891678-905078:892790-903965	SG1	1.780776052077726
ctg_101032:910689-925000:912105-923582	SG1	0.21619274314212977
ctg_101032:965710-976682:967212-975189	SG1	1.4432000078528344
ctg_101032:1080226-1093594:1081000-1092822	SG1	0.5004703365897979
ctg_101032:1303922-1311297:1304406-1310806	non-specific	2.788204443502936
ctg_101032:1311901-1324283:1316502-1319685	non-specific	0.12720312948173285
ctg_101032:1345120-1356041:1345606-1355560	non-specific	3.7925873881265137
ctg_101032:1429274-1439546:1431195-1437624	non-specific	0.728349065003384
ctg_101032:1596199-1601219:1596472-1600946	non-specific	1.585069946683151
ctg_101032:1662777-1677218:1664268-1675726	SG1	0.4691795903663957
ctg_101032:1878519-1885187:1879686-1884011	SG1	1.201606017370172
ctg_101032:1963839-1978343:1965355-1976824	non-specific	0.4340180251520585
ctg_101032:1991858-2006033:1992840-2005061	SG1	0.7125753646261098
ctg_101032:2099114-2109593:2101156-2107556	SG1	0.9580423328686631
ctg_101032:2109622-2117505:2110583-2116561	non-specific	1.9448848937721404
ctg_101032:2123216-2134530:2124082-2133666	SG1	1.7848674149448325
ctg_101032:2314736-2329689:2315258-2329164	SG1	1.7317249071772987
ctg_101032:2498672-2504034:2498840-2503866	non-specific	0.22782034982136337
ctg_101032:2612625-2621548:2614279-2619895	non-specific	0.42230702133216697
ctg_101032:2703578-2710280:2704121-2709733	non-specific	1.4391568157730315
ctg_101032:2719875-2726551:2720977-2725453	non-specific	0.4926444673485905
ctg_101032:2806871-2819697:2808907-2817655	SG1	0.3794073051432844
ctg_101032:2920243-2928471:2921208-2927499	SG1	0.9659955046439235
ctg_101032:2936441-2946584:2938580-2944437	non-specific	0.9262515553336644
ctg_101032:2953842-2969297:2954842-2968299	SG2	1.1375212282328975
ctg_101032:2972551-2987109:2974098-2985561	SG1	0.5513903036446778
ctg_101032:3008019-3020479:3010896-3017603	SG1	1.0616049958876317
ctg_101032:3097717-3110355:3097882-3110189	SG1	5.851466770570592
ctg_101032:3111760-3124982:3112042-3124702	SG1	1.2497632136069357
ctg_101032:3131333-3134774:3131551-3134546	SG1	2.2717687121799583
ctg_101032:3166285-3176362:3166436-3176213	non-specific	3.491490241645849
ctg_101032:3212329-3223409:3212751-3222988	SG2	1.1135260898637163
ctg_101032:3240872-3249685:3242524-3248023	non-specific	0.5827704033899845
ctg_101032:3403341-3416271:3404124-3415484	SG1	0.7915302622725496
ctg_101032:3442609-3450515:3443205-3449914	SG1	1.7113115216773458
ctg_101032:3471929-3485877:3473035-3484769	SG1	1.13352065214353
ctg_101032:3547127-3557089:3548020-3556193	SG1	0.8707018608840952
ctg_101032:3562264-3573592:3562618-3573243	SG1	2.1347715378027625
ctg_101032:3579332-3585510:3580066-3584778	SG2	2.915579483464504
ctg_101032:3670139-3683875:3671116-3682898	SG1	1.4512880925395428
ctg_101032:3720685-3733663:3721305-3733036	SG1	1.1895792697095442
ctg_101032:3809523-3820545:3809768-3820299	SG1	2.4345177876562487
ctg_101032:3890175-3903949:3893014-3901113	SG1	0.42230702133216697
ctg_101032:3906161-3915471:3907526-3914116	non-specific	1.0895508948172725
ctg_101032:4070077-4077129:4070315-4076883	non-specific	7.216506452946029
ctg_101032:4151846-4155922:4152375-4155390	SG1	1.3302042970968377
ctg_101032:4175514-4184685:4175750-4184453	non-specific	5.922220188054195
ctg_101032:4193192-4201062:4194651-4199592	SG1	1.0935453771121204
ctg_101032:4309478-4315435:4309589-4315330	non-specific	7.845684136548559
ctg_101032:4342015-4349895:4343262-4348646	SG1	0.40279924088614855
ctg_101032:4366310-4373175:4366653-4372841	SG1	2.2052645816367153
ctg_101032:4376360-4385285:4378014-4383620	non-specific	0.46527063259279744
ctg_101032:4497778-4504734:4498045-4504481	SG1	3.5045162765685536
ctg_101032:4573045-4586561:4576870-4582736	SG1	0.3521406665695642
ctg_101032:4589141-4597032:4590390-4595783	SG1	0.7796732419592127
ctg_101032:4687491-4691303:4687606-4691188	non-specific	1.0137606385263789
ctg_101032:4752627-4758536:4753358-4757805	SG1	0.05389647288540685
ctg_101032:4822625-4834369:4822763-4834236	non-specific	2.602399267458982
ctg_101032:4859362-4868537:4860570-4867324	SG1	2.1347715378027625
ctg_101032:4965345-4981473:4966996-4979823	non-specific	0.3287897582414224
ctg_101032:5043248-5051686:5044555-5050390	non-specific	1.0177446387876807
ctg_101032:5055936-5066679:5057479-5065135	non-specific	0.7559738125723247
ctg_101032:5168718-5178105:5168838-5177984	SG1	1.289955715366684
ctg_101032:5205434-5211149:5207395-5209188	non-specific	1.0177446387876807
ctg_101032:5290806-5304242:5294635-5300412	SG1	0.4457337853535112
ctg_101032:5350695-5364421:5351404-5363712	SG1	2.902816639581289
ctg_101032:5664115-5672398:5665433-5671080	SG1	0.26273131819405854
ctg_101032:5705374-5718636:5706868-5717140	non-specific	0.46527063259279744
ctg_101032:5727882-5742756:5728223-5742407	non-specific	2.6445227472664645
ctg_101032:5783590-5794784:5785218-5793160	SG1	1.4512880925395428
ctg_101032:5900900-5914455:5902052-5913307	SG1	1.121522251757233
ctg_101032:5915454-5928462:5915998-5927910	SG1	1.646085594856086
ctg_101032:6025399-6037947:6026462-6036894	SG1	1.1815642227432381
ctg_101032:6062462-6074837:6063675-6073626	non-specific	1.1975965443153918
ctg_101032:6079207-6086806:6079688-6086321	non-specific	1.3785768414331312
ctg_101032:6198444-6211669:6199044-6211072	SG1	0.8429670772183607
ctg_101032:6315135-6324627:6316162-6323594	non-specific	1.410870327981
ctg_101032:6400086-6407336:6401695-6405732	SG1	0.6024003148968482
ctg_101032:6461965-6469752:6462692-6469018	SG2	1.8381080064765247
ctg_101032:6582762-6597866:6583429-6597198	non-specific	1.2337018803155109
ctg_101032:6671830-6682743:6674776-6679795	SG1	0.27437770305563713
ctg_101032:6695094-6699762:6696044-6698802	SG1	0.9779293752600385
ctg_101032:6797434-6811634:6798696-6810365	non-specific	0.36382321300510856
ctg_101032:6924159-6930112:6924543-6929728	non-specific	0.10017373497036537
ctg_101032:6954987-6960468:6955302-6960148	non-specific	1.0975404126210546
ctg_101032:6989879-6995291:6990131-6995039	non-specific	2.047929062239169
ctg_101032:7076199-7086640:7076993-7085838	SG1	0.9262515553336644
ctg_101032:7172757-7174467:7172971-7174240	non-specific	2.6487384803899565
ctg_101032:7212625-7226617:7213617-7225619	SG1	0.5435506096580752
ctg_101032:7233805-7243400:7234840-7242368	non-specific	0.7520257999956969
ctg_101032:7462153-7475661:7465981-7471831	SG1	0.0693139793166469
ctg_101032:7478948-7491441:7479122-7491264	SG1	8.191029539739436
ctg_101032:7676594-7688313:7676808-7688097	SG1	1.6420138672967632
ctg_101032:7815759-7828492:7816248-7828004	SG1	1.121522251757233
ctg_101032:7942093-7956081:7943334-7954839	SG1	0.5631538410249233
ctg_101032:7968994-7977578:7969415-7977148	SG1	1.3705091155111109
ctg_101032:7986905-8001416:7990647-7997667	SG1	0.371614206663854
ctg_101032:8003270-8016747:8004476-8015545	SG1	1.069586776194829
ctg_101032:8018159-8034006:8019482-8032691	SG1	1.1255211640594989
ctg_101032:8114053-8119592:8114379-8119265	SG1	1.1975965443153918
ctg_101032:8138004-8152541:8139545-8150996	SG1	0.3988992674000216
ctg_101032:8188108-8193256:8188395-8192977	non-specific	1.6501578972340183
ctg_101032:8202521-8209354:8202811-8209069	SG1	1.2136377814011858
ctg_101032:8258703-8273006:8259892-8271817	SG1	1.1535290831643255
ctg_101032:8348094-8362090:8348432-8361755	non-specific	1.994300158697949
ctg_101032:8379068-8389299:8379626-8388732	SG1	0.8231728310246789
ctg_101032:8411432-8416955:8411694-8416694	non-specific	1.8094277858164904
ctg_101032:8420673-8428662:8421687-8427644	SG1	0.9580423328686631
ctg_101032:8458825-8467932:8459697-8467059	SG1	0.6220435937261657
ctg_101032:8489258-8499121:8490145-8498234	SG1	0.5670760864380132
ctg_101032:8635339-8640364:8635477-8640214	non-specific	4.395417704596225
ctg_101032:8647531-8661171:8648602-8660099	SG1	0.5788460235667527
ctg_101032:8713410-8726686:8714265-8725829	SG1	1.0975404126210546
ctg_101032:8729061-8739067:8729995-8738135	SG1	0.6653059499582152
ctg_101032:8744335-8756266:8746582-8754009	SG1	1.3785768414331312
ctg_101032:8779352-8793637:8780748-8792235	SG1	1.0616049958876317
ctg_101032:8913106-8928882:8914386-8927605	SG1	0.9779293752600385
ctg_101032:8979576-8986782:8979919-8986440	SG1	0.5631538410249233
ctg_101032:8994503-9002334:8995817-9001015	SG1	0.708633286882199
ctg_101032:9014694-9024624:9015569-9023749	SG1	1.0296999420656003
ctg_101032:9070022-9084606:9071466-9083163	SG1	0.5906207650784286
ctg_101032:9224694-9239186:9226174-9237703	non-specific	0.3132329808137292
ctg_101032:9282816-9288506:9283000-9288314	non-specific	2.71627413628123
ctg_101032:9323935-9337367:9324473-9336835	non-specific	1.4634244732723043
ctg_101032:9357395-9371182:9357510-9371071	SG1	1.7072305775033008
ctg_101032:9372667-9386016:9373128-9385563	SG1	1.8914470445033464
ctg_101032:9451532-9462015:9453545-9460000	SG1	0.598473263791998
ctg_101032:9530254-9538271:9530488-9538037	SG1	0.9978301375851625
ctg_101032:9567612-9577149:9568417-9576351	non-specific	1.069586776194829
ctg_101032:9667270-9678843:9668495-9677619	SG1	0.989868185051548
ctg_101032:9747519-9752775:9747721-9752563	non-specific	3.6525572401034987
ctg_101032:9819172-9832290:9819350-9832105	SG1	3.0520690066435523
ctg_101032:9835674-9843085:9836457-9842300	SG1	0.7441313955002903
ctg_101032:9847802-9858059:9849723-9856136	SG2	0.20069655483169685
ctg_101032:9876019-9886150:9876255-9885921	SG1	6.731603408900241
ctg_101032:9891922-9904457:9892411-9903965	SG1	1.6053941593509975
ctg_101032:9906344-9910279:9906841-9909778	non-specific	1.6542307745928706
ctg_101032:9930979-9936234:9931156-9936052	non-specific	2.868809970336343
ctg_101032:9980903-9995614:9982394-9994125	SG1	1.6175955640501507
ctg_101032:10124645-10132798:10124843-10132608	SG1	3.7093625299900053
ctg_101032:10161843-10167540:10162163-10167220	non-specific	2.242654287255376
ctg_101032:10192424-10206246:10193667-10205009	SG1	1.524183087000037
ctg_101032:10252551-10259626:10253821-10258353	SG1	0.45745430580167235
ctg_101032:10419818-10430184:10422147-10427852	SG2	0.5161284473535043
ctg_101032:10605888-10615788:10606763-10614911	SG1	0.9341959656967816
ctg_101032:10631717-10646712:10632366-10646069	SG1	1.8340090858520575
ctg_101032:10676594-10687206:10676850-10686933	non-specific	5.217767094222125
ctg_101032:10742233-10756366:10743421-10755182	SG1	0.6889309749038077
ctg_101032:10780325-10792733:10780668-10792386	SG1	1.241731429106717
ctg_101032:10924324-10932823:10926125-10931028	SG1	1.2859339441721354
ctg_101032:10987616-11002101:10989116-11000600	SG1	0.48873232875900063
ctg_101032:11099064-11113053:11100082-11112035	SG1	1.4310721313461858
ctg_101032:11173999-11181395:11174108-11181295	SG1	4.534608692889662
ctg_101032:11326273-11331569:11326692-11331149	non-specific	0.9302234870227112
ctg_101032:11337971-11348264:11338668-11347573	SG1	2.1140710318220797
ctg_101032:11365355-11378506:11365713-11378155	SG1	1.994300158697949
ctg_101032:11380950-11394458:11381436-11393972	SG1	0.5592321288516373
ctg_101032:11401778-11412324:11402127-11411978	SG1	1.4634244732723043
ctg_101032:11426494-11433136:11427007-11432618	non-specific	1.289955715366684
ctg_101032:11480444-11485993:11480795-11485642	non-specific	-0.0
ctg_101032:11650175-11663662:11651227-11662610	SG1	0.36771844680296245
ctg_101032:11903019-11911708:11904381-11910351	SG1	1.2980009403096833
